temp,energy
2.170842,-1.583940496
2.172345,-1.582551211
2.173848,-1.579934246
2.175351,-1.580283379
2.176854,-1.574167419
2.178357,-1.57252014
2.17986,-1.569354382
2.181363,-1.572849614
2.182866,-1.569370366
2.184369,-1.56970625
2.185872,-1.56670378
2.187375,-1.562198302
2.188878,-1.559895736
2.190381,-1.555237357
2.191884,-1.557992613
2.193387,-1.552108569
2.19489,-1.553207107
2.196393,-1.549624581
2.197896,-1.547062515
2.199399,-1.547173365
2.200902,-1.54158398
2.202405,-1.538121017
2.203908,-1.545072428
2.205411,-1.53886583
2.206914,-1.531229734
2.208417,-1.534486923
2.20992,-1.532590378
2.211423,-1.530590398
2.212926,-1.530738426
2.214429,-1.531746458
2.215932,-1.524313874
2.217435,-1.526206202
2.218938,-1.523355163
2.220441,-1.518782354
2.221944,-1.521794454
2.223447,-1.506548693
2.22495,-1.512253998
2.226453,-1.50446157
2.227956,-1.501276877
2.229459,-1.501124468
2.230962,-1.500858058
2.232465,-1.497037013
2.233968,-1.500400893
2.235471,-1.501627508
2.236974,-1.485074611
2.238477,-1.490378667
2.23998,-1.486013481
2.241483,-1.493076036
2.242986,-1.480615684
2.244489,-1.487548228
2.245992,-1.486521914
2.247495,-1.482581345
2.248998,-1.467774979
2.250501,-1.460640557
2.252004,-1.459385846
2.253507,-1.46246625
2.25501,-1.466851928
2.256513,-1.462722198
2.258016,-1.451145489
2.259519,-1.4520043
2.261022,-1.44689821
2.262525,-1.428552188
2.264028,-1.439081578
2.265531,-1.448902258
2.267034,-1.432161554
2.268537,-1.440303772
2.27004,-1.441841702
2.271543,-1.425270695
2.273046,-1.434595235
2.274549,-1.418452276
2.276052,-1.412547548
2.277555,-1.433923355
2.279058,-1.414941538
2.280561,-1.404919528
2.282064,-1.418415091
2.283567,-1.410139736
2.28507,-1.403623688
2.286573,-1.396910735
2.288076,-1.429630679
2.289579,-1.415812016
2.291082,-1.3937681
2.292585,-1.390244597
2.294088,-1.379669882
2.295591,-1.385734959
2.297094,-1.376932761
2.298597,-1.362113838
2.3001,-1.360204436
2.301603,-1.396819656
2.303106,-1.355645269
2.304609,-1.347745197
2.306112,-1.373746503
2.307615,-1.383977862
2.309118,-1.364414975
2.310621,-1.387540324
